t_out,v_out,t_in,v_in
0.000237,0.216,0.000237,-1.04
0.000237,0.224,0.000237,-1.08
0.000237,0.224,0.000237,-1.08
0.000238,0.216,0.000238,-1.08
0.000238,0.208,0.000238,-1.04
0.000238,0.208,0.000238,-1.04
0.000238,0.2,0.000238,-1.04
0.000238,0.192,0.000238,-1.08
0.000238,0.192,0.000238,-1.08
0.000238,0.2,0.000238,-1.04
0.000238,0.2,0.000238,-1.04
0.000238,0.184,0.000238,-1.08
0.000238,0.2,0.000238,-1.08
0.000239,0.184,0.000239,-1.12
0.000239,0.184,0.000239,-1.04
0.000239,0.184,0.000239,-1.04
0.000239,0.192,0.000239,-1.04
0.000239,0.192,0.000239,-1.04
0.000239,0.184,0.000239,-1.08
0.000239,0.168,0.000239,-1.04
0.000239,0.176,0.000239,-1.08
0.000239,0.176,0.000239,-1.0
0.000239,0.176,0.000239,-1.0
0.00024,0.168,0.00024,-1.08
0.00024,0.168,0.00024,-1.04
0.00024,0.168,0.00024,-1.04
0.00024,0.168,0.00024,-1.04
0.00024,0.168,0.00024,-1.08
0.00024,0.16,0.00024,-1.04
0.00024,0.152,0.00024,-1.08
0.00024,0.144,0.00024,-1.04
0.00024,0.16,0.00024,-1.04
0.00024,0.144,0.00024,-1.04
0.000241,0.152,0.000241,-1.08
0.000241,0.144,0.000241,-1.04
0.000241,0.144,0.000241,-1.04
0.000241,0.144,0.000241,-1.12
0.000241,0.144,0.000241,-1.04
0.000241,0.144,0.000241,-1.04
0.000241,0.136,0.000241,-1.08
0.000241,0.136,0.000241,-1.0
0.000241,0.144,0.000241,-1.08
0.000241,0.136,0.000241,-1.04
0.000242,0.128,0.000242,-1.04
0.000242,0.136,0.000242,-1.04
0.000242,0.12,0.000242,-1.04
0.000242,0.12,0.000242,-1.04
0.000242,0.12,0.000242,-1.08
0.000242,0.128,0.000242,-1.0
0.000242,0.128,0.000242,-1.0
0.000242,0.12,0.000242,-1.04
0.000242,0.12,0.000242,-1.04
0.000242,0.12,0.000242,-1.08
0.000243,0.104,0.000243,-1.04
0.000243,0.104,0.000243,-1.04
0.000243,0.112,0.000243,-1.04
0.000243,0.104,0.000243,-1.0
0.000243,0.104,0.000243,-1.0
0.000243,0.104,0.000243,-1.08
0.000243,0.104,0.000243,-1.08
0.000243,0.096,0.000243,-1.12
0.000243,0.096,0.000243,-1.0
0.000243,0.104,0.000243,-1.08
0.000244,0.096,0.000244,-1.04
0.000244,0.096,0.000244,-1.08
0.000244,0.088,0.000244,-1.04
0.000244,0.088,0.000244,-1.08
0.000244,0.08,0.000244,-1.08
0.000244,0.096,0.000244,-1.04
0.000244,0.088,0.000244,-1.08
0.000244,0.088,0.000244,-1.08
0.000244,0.08,0.000244,-1.04
0.000244,0.08,0.000244,-1.04
0.000245,0.08,0.000245,-1.04
0.000245,0.072,0.000245,-1.04
0.000245,0.072,0.000245,-1.08
0.000245,0.072,0.000245,-1.08
0.000245,0.072,0.000245,-1.04
0.000245,0.064,0.000245,-1.04
0.000245,0.064,0.000245,-1.0
0.000245,0.056,0.000245,-1.08
0.000245,0.064,0.000245,-1.0
0.000246,0.064,0.000246,-1.04
0.000246,0.064,0.000246,-1.04
0.000246,0.056,0.000246,-1.12
0.000246,0.064,0.000246,-1.04
0.000246,0.056,0.000246,-1.04
0.000246,0.048,0.000246,-1.04
0.000246,0.048,0.000246,-1.08
0.000246,0.056,0.000246,-1.04
0.000246,0.056,0.000246,-1.08
0.000246,0.048,0.000246,-1.08
0.000246,0.04,0.000246,-1.04
0.000247,0.04,0.000247,-1.04
0.000247,0.048,0.000247,-1.04
0.000247,0.032,0.000247,-1.04
0.000247,0.032,0.000247,-1.04
0.000247,0.032,0.000247,-1.04
0.000247,0.04,0.000247,-1.04
0.000247,0.032,0.000247,-1.08
0.000247,0.024,0.000247,-1.12
0.000247,0.032,0.000247,-1.12
0.000247,0.024,0.000247,-1.04
0.000248,0.032,0.000248,-1.04
0.000248,0.032,0.000248,-1.08
0.000248,0.016,0.000248,-1.08
0.000248,0.016,0.000248,-1.04
0.000248,0.016,0.000248,-1.08
0.000248,0.016,0.000248,-1.04
0.000248,0.024,0.000248,-1.08
0.000248,0.016,0.000248,-1.04
0.000248,0.008,0.000248,-1.08
0.000248,0.008,0.000248,-1.08
0.000249,0.008,0.000249,-1.04
0.000249,0.008,0.000249,-1.04
0.000249,0.008,0.000249,-1.08
0.000249,0.008,0.000249,-1.08
0.000249,0.016,0.000249,-1.08
0.000249,0.008,0.000249,-1.04
0.000249,0.0,0.000249,-1.08
0.000249,0.008,0.000249,-1.08
0.000249,-0.008,0.000249,-1.04
0.000249,0.0,0.000249,-1.08
0.00025,0.008,0.00025,-1.08
0.00025,0.0,0.00025,-1.0
0.00025,-0.016,0.00025,-1.08
0.00025,-0.008,0.00025,-1.04
